web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1576431039-4443,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Doctor Doug,Beautiful Phone with great screen resolution,"July 22, 2019",This is a existing Huawei product so still supported by the big G. Fingerprint recognition works great. Battery goes for days and days. Phone came new and in the box with factory tape on the box. Was already in English so cannot comment on others saying theirs was in Spanish. Appears to be a Euro model so maybe they had S.American? Either way the power charger is a Euro 2 prong. So if you want to take advantage of the 15W charging you'll need an adapter or buy a wireless charger. Beautiful Product Design by Huawei. But unless you bought it for the camera not much new functionality from the Mate SE. Cannot comment on the facial recognition because I won't use this technology.,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1576431054-4518,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cari Benny,Good looking phone and seems to work well so far,"July 24, 2019","I bought it on ebay but the same phone. Great looking phone. camera appears to be producing good photoes.  one thing i want to mention, with ATT,  i can'T get wifi calling,  which sucks because my house has terrible att signal. This is likely a restriction by att than by huawei, but Thought would point it out as it might apply to others who may also have poor att signal at home",4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1576431035-4422,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Interiano,Un super teléfono para personas que nos encanta la tecnología lo tiene todo...,"June 4, 2019","El mejor telefono que puede comprar en estos momentos me encanto... Sin duda Huawei ignobado la tecnología es de otro nivel el face iD es increíble el desbloqueo de huella unico súper rápido y efectivo la Carga el mejor, la cámara ni se diga no hay otra en un teléfono tiene para compartir carga inalámbrica la resolución de la pantalla es alucinante... En fin lo recomiendo al 100%
Es mi primer  teléfono Huawei y WOW solo quiero decir
Bye Apple bienvenido Huawei ????",5,,
1576431050-4497,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alex,"Great phone, amazing pictures","September 8, 2019",Everything perfect,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1576431041-4452,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,camyapcam,Best camera on a phone ever,"September 9, 2019","iPhone better partner up with cannon or someone that knows about cameras because this thing is on fire !!
Android functionality sorth of sucks, but thats google haha, yet if you are looking for the best camera on a cellphone in the market this is it! Drop that old iPhone tech and feel this phone. Works amazing super fast and feels great!!",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1576431054-4517,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Consumer Advocate,BEST Smartphone Camera in 2019,"September 22, 2019","As a professional photographer with a closet full of Hasselblad gear who shoots for billionaires and celebrities,
I am a perfectionist when it comes to ALL my tech devices. As far as phones, I owned a nationwide chain of phone stores and dove into cellular 37 years ago. I went through 4 iPhones and a slew of HTC, Samsung, Sharp and Sony before investigating Huawei.

I tested the latest from Samsung and Apple before purchasing a Huawei P30 Pro.
NONE of them match the photo capabilities of the Huawei P30 Pro.
For me, that is the bottom line.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1576431052-4509,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,The camera is amazing,"September 29, 2019",It is a great phone to have,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1576431035-4430,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,K,Very disappointed,"May 13, 2019",????,1,,
1576431054-4512,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,iLikeAmazon,The best phone in the world...,"June 3, 2019","This phone is so nice and I heard so much good review by friends. Its camera is out of the world. Other phones may take 2 years to catch up to this phone, I believe. But it is still too much for me, I guess the ban on it does not affect its pricing. Who care about those Android or iphone apps, I just want to buy it for its camera. I could use other less-smart android phones for Android or apple apps, they are just not important to me. A web browser is still my main tool. When this huawei phone drops in price, I sure will get one. I gave up on iphone couple years ago because it has too much restrictions and can't access apps between multiple countries with one user account.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1576431043-4462,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Meredith Ye,Great camera,"October 8, 2019",I bought this phone beacuse of camera. And it does not make me disappointed. It works amazing! I am also a kpop fan so cant wait to use it during the concert!,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1576431060-4538,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,jkaman,Awesome processors and camera,"September 17, 2019",Great phone we'll worth the money!!!??????,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1576431060-4532,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kelvin,"Fantastic Camera, Battery and Performance","October 12, 2019","This it’s a very strong phone! My friends and I purchase it as a gift for friend and he like it so much! He show us the camera zooming capability and I was stun by how far and clear it can go! Sadly it only work on T-mobile........ yes take note, only work on T-MOBILE CARRIER!!! The battery, the performance and camera it’s another level and you won’t go wrong having it!",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1576431039-4442,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sandie,"I like this phone very much, but it is not happy shopping","October 30, 2019","After a period of review and screening comparison, I finally chose this huawei p30 Pro, I expected to receive the phone for many days, but at the moment I opened the package, I seemed to feel something wrong.  I placed the order for 256gb, but I received it with 128gb.  At this point, I keep questioning the merchandise advertisement. The merchant said that it is a system order error, let me return.  But I don't want to return it.  After using it for a few days, I feel that the running speed is very smooth. The camera is more satisfied than I expected. The most outstanding is the durability of the battery and the fast charging.  The design is impeccable, stylish, cool... feels very textured.  It is worth recommending for this price/performance ratio.  Finally, I hope that the seller can improve the introduction and description of the regulated products to avoid misleading the customers.",3,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1576431041-4453,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Superb camera and easy to use.,"August 9, 2019",Super camera feature is the primary reason I bought this phone.  I used it on my recent Europe trip and it really delivered.  I am very pleased with the results.  My pictures’ quality are comparable to my husband’s and my equipment costs 1/4 of his.,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1576431041-4456,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fern,Out-standing Phone,"October 18, 2019","I am glad that I didn't pay attention to the negative reviews. I would have missed out in one of the best phones I ever had.  Once I got it, I just followed the instructions, put in the ATT sim and it was ready to rock. One unexpected benefit from this phone is the resection. it is way better than my old LGV40  and Samsung. All my friends are amazed by the picture quality. If you are in the states and not pressed to get on the 5G network, this is the phone to get until all the 5G hype settles and the prices go down.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1576431043-4469,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Oskar Sancho.,Good. But could be better,"October 18, 2019",Sometime it's so difficult to recognize your fingerprint... You will get 4 times and just wont happen... Over and over again.,4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1576431041-4458,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brian Michelz,Best phone of 2019,"April 26, 2019",Best phone of 2019,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1576431046-4472,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sergio Agustin Morales,Works with T-Mobile,"September 2, 2019","Excellent device, works perfectly, runs with high speed internet 4g LTE by T-Mobile.
All I can say is great! phone, great camera and great price????????",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1576431060-4535,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Leroy K Dunkley,Takes sharp pictures,"July 19, 2019",Excellent quality phone,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1576431037-4435,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michael I.,Amazing phone at a price way less than the the other big name,"September 21, 2019","I was seriously considering the new i-phone but was really reluctant to pay a huge premium for a brand name and no memory expansion.  It was with some reluctance that I ordered this P30-Pro.  Having received and used it, I know I made the right choice.

I am running on T-Mobile.  My area does not have the new bands so performance is essentially the same as on my old i-phone.  Battery life is night and day.  Even when new, my old phone struggled to make it through a full 24 hours.  This thing just keeps going for 4 days.

Calls and audio work great.  I disabled some of the Huwai features, interface is clean and easy to use.  All of the apps are available in Play store and work great.

While I can not compare to the latest generation i-phone, I am really impressed with the camera.  The zoom is an engineering marvel and night mode is stunning.

On a down note, It does use proprietary memory cards but, the good news is that those are available.  I did order and install one, all good although more expensive than a standard memory card.

Only about a week into it but so far it is excellent.  Will update if anything changes,",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1576431050-4498,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Josephaul215,Good service,"September 8, 2019",Great product!,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1576431041-4455,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Estafa,"September 2, 2019",Envían un teléfono de 128Gb m. Cuando lo correcto es un equipo de. 512gb de memoria,1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1576431048-4487,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Peter Ricciardi,Awesome camera,"October 8, 2019",Awesome camera,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1576431046-4480,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Okoro Kingsley,I love it but without the aftrmer sales cars it's hurting,"August 13, 2019",Aftersales care,4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1576431057-4527,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Win,"Great battery, top speed charger, good camera.","May 5, 2019","I've been using this phone for 3 weeks. The most impressive thing about this phone in my opinion is not the camara. Don't get me wrong, the camera is as good as everybody else said. However, I don't think the image quality here can replace what I get from my DSLR or my mirror less. It's just above average when compare to other phones in the market and having full set of lenses that fits in my pocket is quite a new experience.
Now, back to what I love the most about P30 Pro, it's the battery. When I opened the box for the first time, the phone had 33% of battery. I received the phone at work around 10:30am and didn't have a chance to recharge it. I ran around all day that day and used the phone like usual, making calls, texts, emails, read documents, web search, GPS, etc. Only didn't have a chance to watch video or listen to music. By 9:30pm, 11 hours later, the battery went down to 1% and I just barely made it home. So, 33% for 11 hours with normal usage is pretty good for me considering my old phone can never last more than 4 hours in the same circumstance.
After the first day, I always start the day with 95-100% battery. My days normally start at 8:30am to 10:00pm. I've always come home with 40% left after 13.5 hours. This is definitely new to me. No more powerbank, no more looking around for an outlet to charge my phone, no more fighting over the charger with my wife and kids when we're outside, no more rushing to my bedroom to charge my dying phone when I get home, etc. I can use my P30 Pro as much as I like when I'm outside without worrying about putting the phone in battery saving mode. When I came home, now I can relax, sit in the living room a bit, spend time in the kitchen a bit. Unlike before that I have to run to my bedroom to charge my phone right away because it's about to die in 5 minutes. What a difference sensation.
Just an FYI, my old phone was a 2 years old Samsung with 3600mAh battery. My wife's is a year old iPhone that battery always run out at the end of the day. P30 Pro last all the way through the night.
The second best thing about this phone is the charger. I used Samsung all these years and very familiar with their fast charge. However, I've never seen anything like Huawei's Super charge. It's just crazy fast.
A lot of times at night, I went to bed and forgot to charge my phone. Woke up at 5:00am to realize it and start charging the phone. Usually, the phone has about 35% left. After taking shower and getting dress which took me about 20 minutes, once I'm done the phone will be charged up to 90% already. If I waited 15 minutes more, it'll go up to 100%.
Couple days ago, I spent a lot of time waiting for people so I watch a lot of videos to kill time. I used up the battery more than usual but still had 26% left by the time I got home. So, watch and stream video consumed more power but wouldn't completely drain out the battery of P30 Pro.

Enough with the battery, as I mentioned before, the camera is good for as long as you don't expect the full frame or APS-C quality. For smartphone, However, this is absolutely the best for still photos.
Video, unfortunately, is another matter. Although P30 Pro can shoot 4k but it's only limit at 30fps. If you're looking for a better video capability, Samsung S10+ is a better choice because it can shoot 4k60. The P30 Pro, on the other hand, is limit even at 1080p because it's only does 60fps while S10+ can go upto 1080p240. Big difference.

The screen is only full HD, not quad like S10+ but it's still AMOLED and looks good with every tasks. I have no complain about the quality of the screen. In fact, I already dropped this phone once in my garage, face down. There's no crack or scratch and still works perfectly fine so I know it's durable.

The Emui, I don't know why people complain so much about Huawei interface. Some people said it's look too much like iPhone with all the apps present on screen. Well, there's a drawer too if you choose to use it and make it feels more like Samsung. To me, there are some features I like that easier than Samsung and there are some features that's harder as well. No matter which phone you choose, it'll never be 100% perfect so why complain?

I will conclude my review here that this P30 Pro is one of the best in the market right now, especially the battery and charger. I might have something else to add but that'd be in the future.

Add comment 1: I was so busy lately and only have a chance to walk around a bit last night. So, I'd like to add some photos I took with P30 Pro. The first 3 photos just to show  the difference between each lenses from wide angle to 10x zoom (actually, it's more like 16mm, 27mm and 270mm prime).",4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1576431048-4490,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Javiera,Doesn't bring the nano memory,"October 17, 2019",The cell doesn't bring the nano memory and I have no response from the seller,1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1576431050-4492,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joytu Dev,trusted company for best value and futuristic devices.,"November 17, 2019","Great. Smooth. I loved it. If you need fancy kinky things, go for samsung. If you need best performance, best picture quality, and great battery performance just go to huawei.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1576431035-4426,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,naing,P30pro,"June 1, 2019","Really love this phone. I used to have 2 phones, one for Myanmar and one for US. Now with 2 Sims card, I can enjoy 2 in one. The phone is really light, amazing battery life. I use ATT Sim card for US with no issues.",5,,
1576431057-4524,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Luis medrano,Es de 6 GB o es de 8 GB?,"November 2, 2019","El anuncio dice 8 gb ram en la descripicón del artículo dice 6 gb, no caigan en mentiras...",1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1576431039-4447,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kcribb1,Simply the Best,"June 28, 2019",I used to be a iPhone fanboy but I I have learned to love this phone. Hands down it is the best phone I have ever used in the picture quality particularly at night is amazing. I recommend this phone to everyone.,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1576431035-4428,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Luis G.,Tecnología de vanguardia,"May 10, 2019",Excelente producto y mejor cámara que telefono,5,,
1576431039-4450,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Works well with Google Fi,"September 25, 2019","I was a little hesitant reading all the other reviews about it not working in America, but I found it works great with Google Fi. Only thing is that my friends who have iPhone and I can't sent clear videos or pictures through SMS. I sync my phone number to my Hangout account and use that app to make calls and send messages. Camera is obviously advanced, so sometimes it more of a hindrance moving from iphone's ease of use. I think over time I'll get better at understanding all the advanced settings. Performance wise, this phone is great, fast load times and processing. Overall, very happy with my purchase.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1576431062-4545,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,null,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1576431039-4449,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Isidoro Antonio,"Great phone, a good competitor for iPhone X","June 22, 2019","This phone is fast processing, good quality camera, good battery and excellent design. I definitely recommend.",4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1576431054-4520,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,A.T.,"iPhone, Pixel, Samsung are all better than Huawei","September 10, 2019","Had Samsung, Blackberry, HTC / Pixel, Apple before... They all are better than this overly overly priced phone. Huawei's UI is really bad. It is full of bloatware too. Can't trust this company. Do yourself a favor and avoid this!",1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1576431043-4466,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,fengweixing,nothing,"June 25, 2019",love it,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1576431043-4463,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,John,"Excellent battery, Amazing camera system, Can't be beat","July 13, 2019",Beautiful powerful phone. The camera system is the best I have used super powerful zoom and closeups.  Plus the all powerful all day battery can't be beat,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1576431048-4481,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Patricio Raiban,Demora un poco en llegar.,"September 9, 2019","Muy buena inversión, muy buena excelente teléfono. Excelente estado. Llego todo bien lo único malo es que llego como en 2 semanas a parte de eso todo bien.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1576431043-4465,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Patrick,Sad,"August 9, 2019",Came with the European plug sadly,4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1576431035-4427,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,It's a great camera with phone capability,"June 14, 2019","I only use a smart phone for phone and some message texting. I have no need for all Google apps. However, I have heard raving reviews about the P30 Pro's picture and video taking ability. I travel quite a bit, mostly overseas. Carrying even a small camera is a bit bulky. Also, when I go to concerts or jazz clubs at night, the camera's night photo/video taking capability is less than an iPhone. So, I bought this P30 Pro, highly recommended in reviews and by some of my friends. I have used it and it certainly performs to its acclaims and exceeds my expectations. I can carry it around in my pocket, very convenient. The triple lens can get a 3 dimensional image, incredibly sharp with depth. I have yet to try out the zoom feature. It is also rated high.",5,,
1576431039-4445,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fernando,Lo más importante es que ya retiraron el veto comercial.,"June 30, 2019","Su cámara fotográfica es IMPRESIONANTE..!!!
Me enamoré desde el Mate 9, Mate 10, 20 Pro y hoy presumo mi 30 Pro.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
